frame,t_capture_ms,t_hsv_ms,t_search_ms,t_map_ms,fps,tier_wrist,tier_thumb,tier_index,n_markers
408,0.6576,1.0209,5.1863,0.0448,165.75,1,1,0,2
409,0.544,0.9562,3.7299,0.0518,167.27,1,1,0,2
410,0.5628,0.9629,3.521,0.0423,169.42,1,1,0,2
411,0.7528,0.9684,3.9088,0.047,169.47,1,1,0,2
412,0.8915,1.3765,5.5992,0.085,164.65,1,1,0,2
413,0.8786,1.4958,4.9534,0.0411,161.27,1,1,0,2
414,0.8185,1.1383,4.5488,0.053,159.71,1,1,2,3
415,0.6168,0.9834,4.3591,0.0504,159.63,1,1,1,3
416,0.7781,1.2352,4.3815,0.0407,158.61,1,1,1,3
417,0.7304,0.9988,4.0117,0.0547,158.95,1,1,1,3
418,0.9612,1.2248,4.8117,0.089,156.51,1,1,1,3
419,0.6651,1.071,4.5171,0.0462,154.41,1,1,0,2
420,0.6956,0.9779,3.7806,0.0498,156.49,1,1,0,2
421,0.9663,1.0047,3.6337,0.0479,157.86,1,1,0,2
422,0.6581,0.9932,3.9494,0.0594,159.06,1,1,0,2
423,0.7626,0.9652,4.0153,0.0353,159.82,1,1,0,2
424,0.5136,1.0116,3.0031,0.0427,164.67,1,1,2,3
425,0.6082,0.9716,2.9916,0.0405,168.94,1,1,1,3
426,0.5363,1.0144,2.9974,0.0411,172.85,1,1,1,3
427,0.5968,0.9638,3.006,0.0405,176.34,1,1,1,3
428,0.5423,1.0575,3.3256,0.0495,177.93,1,1,1,3
429,0.6321,1.0233,3.465,0.0423,178.62,1,1,1,3
430,0.6079,1.0487,3.3115,0.0415,179.84,1,1,1,3
431,0.5688,1.0008,4.0108,0.0421,178.94,1,1,1,3
432,0.6438,1.2138,4.3691,0.0543,176.31,1,1,1,3
433,0.6638,1.0411,4.3616,0.0819,174.13,1,1,1,3
434,0.8759,1.1891,4.7067,0.0718,170.43,1,1,1,3
435,0.7594,1.3501,4.38,0.0395,167.96,1,1,1,3
436,0.686,1.57,4.4631,0.0465,165.5,1,1,0,2
437,0.9068,1.0398,5.1937,0.0806,162.31,1,1,0,2
438,1.103,1.1511,3.8639,0.0623,161.27,1,1,0,2
439,1.0376,1.0545,4.0132,0.0859,158.99,1,1,0,2
440,1.1921,1.0518,3.8164,0.042,158.64,1,1,0,2
441,0.6227,0.9691,2.8986,0.0437,163.82,1,1,2,3
442,0.5957,0.9786,2.9878,0.0409,168.19,1,1,1,3
443,0.7082,1.0377,4.3703,0.0485,166.89,1,1,1,3
444,0.5326,0.9858,3.2475,0.0469,170.05,1,1,1,3
445,0.6471,0.9686,3.2451,0.0499,172.25,1,1,1,3
446,1.1108,1.0819,2.9881,0.0379,173.28,1,1,1,3
447,0.6132,0.9782,4.2988,0.0429,172.21,1,1,0,2
448,0.5706,0.971,3.5972,0.0429,173.56,1,1,0,2
449,0.6183,0.9662,4.1294,0.0822,172.68,1,1,0,2
450,0.7033,1.2001,5.4893,0.1067,168.15,1,1,0,2
451,0.7648,1.2584,5.1736,0.094,164.08,1,1,0,2
452,0.6254,1.1236,5.1688,0.0478,161.34,1,1,0,2
453,0.5498,0.9978,5.0015,0.076,159.73,1,1,0,2
454,0.7258,1.0324,4.8493,0.0471,158.18,1,1,0,2
455,1.0394,1.3748,4.8149,0.0819,155.57,1,1,0,2
456,1.0596,1.3355,4.2158,0.0418,154.24,1,1,2,3
457,0.7537,1.0105,3.1155,0.0433,158.28,1,1,1,3
458,0.6803,0.9784,3.1187,0.046,162.28,1,1,1,3
459,0.9343,0.971,2.8361,0.0401,163.93,1,1,1,3
460,0.7317,1.0009,3.0686,0.0506,167.23,1,1,1,3
461,0.6052,1.1195,3.4829,0.0394,168.79,1,1,1,3
462,0.5893,1.0303,2.9245,0.0415,172.77,1,1,1,3
463,0.6689,0.9807,3.0662,0.0404,175.39,1,1,1,3
464,0.5807,0.9422,3.0482,0.0413,178.54,1,1,1,3
465,0.5898,0.9449,2.9337,0.0423,181.89,1,1,1,3
466,0.6354,1.0072,3.22,0.0416,183.23,1,1,1,3
467,0.6905,1.0198,3.4462,0.0487,183.3,1,1,1,3
468,0.6843,1.4511,3.0596,0.0404,183.26,1,1,1,3
469,0.5803,1.0575,4.15,0.0661,181.22,1,1,1,3
470,0.8167,1.02,4.3694,0.0572,178.34,1,1,1,3
471,0.8027,1.1773,4.0351,0.0546,176.25,1,1,1,3
472,0.7095,1.2677,4.6213,0.0766,172.96,1,1,1,3
473,0.8818,1.2739,5.5129,0.0512,168.07,1,1,1,3
474,0.5035,1.1398,3.7582,0.0401,168.84,1,1,1,3
475,0.5385,1.1786,3.5021,0.0674,170.03,1,1,1,3
476,1.0092,1.159,4.3817,0.0476,167.41,1,1,1,3
477,0.6825,1.0348,3.1746,0.0921,169.77,1,1,1,3
478,0.7672,1.021,3.5353,0.0445,170.65,1,1,1,3
479,0.9832,1.0372,3.2396,0.0389,169.8,1,1,1,3
480,0.7255,0.9627,2.9298,0.0391,173.37,1,1,1,3
481,0.5656,1.0095,3.026,0.0416,176.66,1,1,1,3
482,0.6854,0.9469,3.0252,0.0428,179.37,1,1,1,3
483,0.6235,1.0219,3.0587,0.0447,181.52,1,1,1,3
484,0.649,1.0239,3.239,0.0467,182.63,1,1,1,3
485,1.2384,1.0354,3.0006,0.0406,182.37,1,1,1,3
486,0.5643,0.9942,4.5184,0.0416,179.6,1,1,0,2
487,0.5821,0.9828,3.5345,0.0418,180.4,1,1,0,2
488,0.5492,0.9589,3.6218,0.0505,180.95,1,1,0,2
489,0.6687,0.986,5.1193,0.0439,176.99,1,1,0,2
490,0.8647,1.3558,6.7122,0.0603,170.08,1,1,0,2
491,0.7081,1.0349,5.2937,0.0611,166.63,1,1,0,2
492,0.672,1.2057,4.9157,0.065,163.96,1,1,0,2
493,0.6656,1.1873,5.2689,0.0486,161.03,1,1,0,2
494,0.5649,0.9587,5.4571,0.129,157.45,1,1,0,2
495,1.4442,2.0671,4.5506,0.045,153.46,1,1,0,2
496,0.8868,1.0848,3.5375,0.0458,155.43,1,1,0,2
497,0.6125,1.0403,3.7631,0.0463,157.34,1,1,0,2
498,0.65,0.9756,3.3973,0.0483,160.52,1,1,0,2
499,0.6574,1.049,3.9253,0.0497,161.37,1,1,0,2
500,0.6407,0.9865,4.0704,0.0402,162.05,1,1,0,2
501,0.6132,1.0523,3.0152,0.0662,166.02,1,1,2,3
502,0.682,0.9644,3.0481,0.0407,169.57,1,1,1,3
503,0.5868,0.9585,2.9848,0.0416,173.54,1,1,1,3
504,0.6453,0.9622,3.1246,0.0425,176.21,1,1,1,3
505,0.5905,1.0166,3.2795,0.0427,177.98,1,1,1,3
506,0.6695,0.9965,3.9546,0.0347,177.2,1,1,1,3
507,0.5181,1.0,5.8935,0.0467,172.54,1,1,0,2
508,0.6844,1.1275,5.1444,0.0727,168.99,1,1,0,2
509,0.5183,0.9557,5.0242,0.0746,166.59,1,1,0,2
510,0.7415,1.1551,5.3266,0.1194,162.96,1,1,0,2
511,0.9795,1.2849,6.2891,0.0633,157.79,1,1,0,2
512,0.5314,0.9369,3.7431,0.0519,160.3,1,1,0,2
513,0.9957,1.092,5.5598,0.0723,156.78,1,1,0,2
514,0.6935,0.985,3.7582,0.0476,156.8,1,1,0,2
515,0.8592,1.0869,4.2829,0.0651,156.41,1,1,0,2
516,1.5448,1.0389,3.3316,0.0458,156.83,1,1,0,2
517,0.6063,0.959,2.9465,0.0827,161.49,1,1,2,3
518,0.6446,0.9668,3.009,0.0434,165.22,1,1,1,3
519,0.6535,1.0025,2.9891,0.0407,169.05,1,1,1,3
520,0.6167,0.9714,3.0787,0.0416,172.44,1,1,1,3
521,0.5635,0.9673,3.3714,0.0461,174.25,1,1,1,3
522,0.8096,1.2122,3.1886,0.0406,175.0,1,1,1,3
523,0.563,1.0346,4.287,0.0435,173.75,1,1,0,2
524,0.5627,0.9766,3.5381,0.0417,175.03,1,1,0,2
525,0.5935,1.0102,4.0801,0.0777,174.16,1,1,0,2
526,0.6954,1.1451,5.0176,0.0912,170.5,1,1,0,2
527,0.809,1.2591,6.1134,0.0798,164.91,1,1,0,2
528,0.6035,1.1146,4.3705,0.0393,164.08,1,1,2,3
529,0.5211,1.1362,4.3422,0.0505,163.52,1,1,1,3
530,0.6388,1.1127,3.8836,0.0362,164.12,1,1,1,3
531,0.5822,0.9991,4.0797,0.066,164.47,1,1,1,3
532,1.1493,1.4948,5.1823,0.0576,160.2,1,1,1,3
533,0.7406,1.1915,3.2221,0.0436,162.43,1,1,1,3
534,0.6836,0.9627,4.6966,0.0447,159.97,1,1,0,2
535,0.6228,0.9807,3.3563,0.0424,163.19,1,1,0,2
536,0.655,0.9675,3.6598,0.0457,164.94,1,1,0,2
537,0.7322,1.1983,4.4331,0.0336,163.59,1,1,0,2
538,0.5781,0.9377,3.5058,0.0427,166.07,1,1,0,2
539,0.6497,0.9699,3.57,0.0457,167.79,1,1,0,2
540,0.5883,0.9599,3.4521,0.1171,169.81,1,1,0,2
541,0.5843,0.9546,3.6476,0.0433,171.22,1,1,0,2
542,0.5881,0.9929,3.6866,0.0447,172.23,1,1,0,2
543,0.6803,1.0934,4.7719,0.0493,169.67,1,1,0,2
544,0.5506,0.9891,4.0158,0.0396,169.82,1,1,2,3
545,0.7044,1.1539,4.4495,0.0502,167.93,1,1,1,3
546,0.6405,1.051,4.2343,0.0613,166.91,1,1,1,3
547,0.6712,1.136,4.0927,0.0809,166.09,1,1,1,3
548,0.7145,1.2896,4.8281,0.0476,163.32,1,1,1,3
549,0.6396,2.456,2.6184,0.0373,163.74,1,1,1,3
550,0.815,1.1343,5.2811,0.0797,160.61,1,1,0,2
551,1.4148,1.3461,3.8364,0.0461,158.46,1,1,0,2
552,0.7959,1.0835,3.6355,0.05,159.86,1,1,0,2
553,0.6659,1.1286,4.1746,0.0581,159.81,1,1,0,2
554,0.7288,1.6585,3.3753,0.0419,158.67,1,1,0,2
555,0.611,0.9569,3.1568,0.042,162.91,1,1,2,3
556,0.5352,0.948,2.996,0.0412,167.58,1,1,1,3
557,0.5938,1.0383,2.9213,0.0404,171.65,1,1,1,3
558,0.7294,0.97,3.2261,0.0453,173.72,1,1,1,3
559,0.6008,0.9736,3.3409,0.0404,175.57,1,1,1,3
560,0.5953,0.9695,3.1024,0.0432,178.33,1,1,1,3
561,0.591,1.0217,2.9375,0.0421,181.16,1,1,1,3
562,0.5195,0.9622,3.1016,0.0396,183.53,1,1,1,3
563,0.5873,0.9572,3.858,0.0622,182.68,1,1,1,3
564,0.5863,1.1993,4.0172,0.0526,180.61,1,1,1,3
565,0.561,1.1527,3.855,0.0613,179.38,1,1,1,3
566,0.5468,1.2092,4.3622,0.0607,176.89,1,1,1,3
567,0.4855,0.9815,4.2792,0.0543,175.66,1,1,1,3
568,0.5878,1.2248,4.6606,0.0424,172.87,1,1,1,3
569,0.6174,0.9432,3.4751,0.06,172.48,1,1,1,3
570,1.0783,1.1118,4.2429,0.0673,169.85,1,1,0,2
571,0.9885,1.5814,4.9208,0.1067,165.46,1,1,0,2
572,0.7508,1.3405,3.2217,0.0444,166.36,1,1,2,3
573,0.8667,1.0141,4.2956,0.0469,165.25,1,1,0,2
574,0.856,1.0869,3.6228,0.0448,165.62,1,1,0,2
575,0.6203,0.9562,3.5234,0.0444,167.78,1,1,0,2
576,0.7103,1.0276,3.4044,0.0626,169.16,1,1,0,2
577,0.8568,1.099,3.4188,0.0444,169.78,1,1,0,2
578,0.5681,0.9799,3.0618,0.0406,173.34,1,1,2,3
579,0.6196,0.949,2.9645,0.0392,176.88,1,1,1,3
580,0.5186,1.0751,2.9601,0.0415,179.99,1,1,1,3
581,0.6367,0.9598,3.0279,0.042,182.5,1,1,1,3
582,0.6698,0.9909,3.2831,0.0468,183.43,1,1,1,3
583,0.671,1.0184,3.5418,0.0419,182.78,1,1,1,3
584,0.5978,0.9915,3.3444,0.0438,183.69,1,1,1,3
585,0.7147,1.1421,3.9309,0.0519,181.7,1,1,1,3
586,0.6021,1.3011,4.3154,0.039,178.86,1,1,1,3
587,0.5168,1.0349,4.4933,0.0735,176.29,1,1,1,3
588,0.8159,1.1895,4.7971,0.0818,172.29,1,1,1,3
589,0.9252,1.2841,4.3594,0.0357,169.39,1,1,1,3
590,0.5909,1.9951,4.1629,0.052,166.71,1,1,0,2
591,0.8802,1.0699,5.183,0.0845,163.38,1,1,0,2
592,0.9035,1.1298,3.6378,0.0528,163.46,1,1,0,2
593,0.7846,1.0363,3.8459,0.0521,163.87,1,1,0,2
594,0.9047,1.0792,4.1798,0.0433,161.44,1,1,0,2
595,0.6144,0.9522,2.9749,0.0433,165.9,1,1,2,3
596,0.6218,0.9732,3.0408,0.0419,169.76,1,1,1,3
597,0.5802,0.9317,3.0034,0.0408,173.79,1,1,1,3
598,0.58,1.0104,3.0885,0.0417,176.66,1,1,1,3
599,0.8811,1.0246,3.4363,0.0427,176.74,1,1,1,3
600,1.0925,1.0072,3.0024,0.0439,177.69,1,1,1,3
601,0.5668,1.0402,3.0537,0.0404,180.19,1,1,1,3
602,0.6644,0.9659,2.9804,0.0985,182.34,1,1,1,3
603,0.5202,0.9547,3.0632,0.0401,185.01,1,1,1,3
604,0.5727,0.9649,3.815,0.0619,184.09,1,1,1,3
605,0.7206,1.2927,4.484,0.0578,180.18,1,1,1,3
606,0.62,1.1829,4.775,0.0341,176.66,1,1,1,3
607,0.5995,1.1274,3.8264,0.081,175.62,1,1,1,3
608,0.6594,1.2428,4.0499,0.0504,173.76,1,1,1,3
609,0.511,1.1182,4.8611,0.1157,170.73,1,1,1,3
610,1.6111,1.7932,3.2723,0.043,167.46,1,1,1,3
611,1.0959,1.2722,4.4304,0.085,164.55,1,1,1,3
612,1.0164,1.3583,5.2908,0.0472,160.62,1,1,0,2
613,0.8198,1.0996,3.4673,0.0947,162.08,1,1,0,2
614,0.6156,0.9846,3.784,0.0497,161.65,1,1,0,2
615,0.6464,1.0383,3.6524,0.1071,163.09,1,1,0,2
616,0.7192,1.1691,3.5786,0.0441,164.19,1,1,0,2
617,0.5918,0.9553,3.0422,0.0403,168.42,1,1,2,3
618,0.569,1.0103,2.9418,0.0409,172.53,1,1,1,3
619,0.6766,0.9828,2.9215,0.0514,175.86,1,1,1,3
620,0.5401,0.9604,3.0518,0.0411,178.78,1,1,1,3
621,0.561,0.9617,3.3939,0.0501,179.72,1,1,1,3
622,0.6575,1.0484,3.0735,0.0458,181.51,1,1,1,3
623,0.9736,1.0771,3.1154,0.0426,181.67,1,1,1,3
624,0.5784,0.9587,5.7453,0.0694,176.64,1,1,0,2
625,0.6021,1.0064,5.0623,0.0629,173.24,1,1,0,2
626,0.6597,1.133,5.12,0.0993,169.49,1,1,0,2
627,0.8852,1.2687,5.7676,0.0566,164.49,1,1,0,2
628,0.6244,1.1138,4.1008,0.0482,164.31,1,1,2,3
629,0.6108,1.5601,2.9657,0.0373,166.33,1,1,1,3
630,0.7702,1.2021,3.5537,0.0645,166.78,1,1,1,3
631,0.8163,1.1519,4.6977,0.0481,164.32,1,1,1,3
632,0.8358,1.076,3.6136,0.0564,164.98,1,1,1,3
633,0.9732,1.2136,3.2063,0.044,165.96,1,1,1,3
634,0.9711,0.9571,2.9218,0.0405,166.85,1,1,1,3
635,0.6835,0.9607,2.9236,0.0412,170.9,1,1,1,3
636,0.562,0.9893,2.9974,0.0422,174.67,1,1,1,3
637,0.6048,1.0352,3.0235,0.0443,177.49,1,1,1,3
638,0.7896,1.0136,3.3486,0.0481,178.16,1,1,1,3
639,0.7012,1.0816,3.2967,0.042,178.85,1,1,1,3
640,0.5884,1.0039,3.0018,0.0384,181.58,1,1,1,3
641,0.5875,0.9663,3.1268,0.0418,183.66,1,1,1,3
642,0.5756,0.9643,3.0082,0.0376,186.16,1,1,1,3
643,0.5079,0.9514,3.0748,0.0427,188.46,1,1,1,3
644,0.5948,1.0041,4.3284,0.0838,185.28,1,1,1,3
645,0.7263,1.2144,4.3466,0.0715,181.6,1,1,1,3
646,0.9971,1.2752,3.8113,0.0615,178.77,1,1,1,3
647,0.5764,1.131,5.9708,0.097,173.24,1,1,0,2
648,0.5457,1.0879,5.2187,0.0412,169.82,1,1,0,2
649,0.635,2.037,3.9884,0.0523,167.21,1,1,0,2
650,1.1445,1.7737,5.5469,0.0779,161.52,1,1,0,2
651,1.0119,1.1294,3.1965,0.0451,162.86,1,1,2,3
652,0.9027,1.0536,3.0612,0.0377,165.52,1,1,1,3
653,0.6443,1.0731,3.2785,0.0434,167.96,1,1,1,3
654,0.6178,0.9591,3.1442,0.0421,169.15,1,1,1,3
655,0.6597,1.0637,4.1669,0.0414,167.95,1,1,1,3
656,0.5598,0.9682,4.4361,0.0521,167.26,1,1,0,2
657,0.6952,0.9897,3.6111,0.0429,168.54,1,1,0,2
658,0.5243,1.0023,3.621,0.0433,170.25,1,1,0,2
659,0.6604,0.9653,3.6777,0.0437,171.21,1,1,0,2
660,0.6665,1.1068,4.0787,0.048,170.45,1,1,0,2
661,0.7098,1.0225,4.1776,0.0901,169.48,1,1,0,2
662,0.5688,0.9618,3.7374,0.0683,170.39,1,1,2,3
663,0.7431,1.1239,4.0352,0.0553,169.33,1,1,1,3
664,0.6088,1.1276,4.0251,0.0389,168.7,1,1,1,3
665,0.6895,1.1733,4.9146,0.0622,165.86,1,1,1,3
666,0.7846,1.0929,5.8227,0.0541,161.65,1,1,1,3
667,0.6644,1.1332,5.9459,0.0412,157.96,1,1,0,2
668,0.6218,1.1757,4.3514,0.0815,157.56,1,1,0,2
669,1.2363,1.3105,4.2476,0.0502,154.25,1,1,0,2
670,0.9599,1.1046,4.3431,0.0376,153.82,1,1,0,2
671,0.6018,1.0232,3.7952,0.0515,156.0,1,1,0,2
672,0.6027,0.9851,3.411,0.0458,159.43,1,1,0,2
673,0.6248,0.9602,3.4742,0.0442,162.35,1,1,0,2
674,0.6597,1.1069,3.5,0.043,164.23,1,1,0,2
675,0.5573,1.0069,3.7192,0.0468,165.88,1,1,0,2
676,0.7815,1.0543,4.6414,0.0438,164.14,1,1,0,2
677,0.6093,0.9448,3.088,0.0403,168.06,1,1,2,3
678,0.6577,0.9527,3.2636,0.0417,170.75,1,1,1,3
679,0.5941,1.0281,3.0918,0.0407,173.73,1,1,1,3
680,0.5904,0.9629,3.1796,0.0384,176.42,1,1,1,3
681,0.5992,1.0393,4.4034,0.0866,174.33,1,1,1,3
682,0.731,1.1466,5.2087,0.0861,170.13,1,1,1,3
683,1.0917,1.466,4.2057,0.0573,167.03,1,1,1,3
684,0.5794,1.1167,6.1788,0.0573,162.49,1,1,0,2
685,0.5913,1.115,5.8518,0.0279,158.99,1,1,0,2
686,0.7429,1.015,4.1289,0.0495,159.39,1,1,0,2
687,0.9091,1.1404,5.8705,0.0842,155.27,1,1,0,2
688,0.6798,1.0203,3.7552,0.0457,157.09,1,1,0,2
689,0.6827,1.0082,3.8511,0.0453,157.01,1,1,0,2
690,0.652,0.9892,3.4983,0.0441,159.3,1,1,0,2
691,0.6395,0.9706,3.501,0.0414,162.06,1,1,0,2
692,0.6957,0.9659,3.5818,0.042,164.06,1,1,0,2
693,0.5449,0.9303,3.5424,0.042,166.69,1,1,0,2
694,0.6147,0.9569,3.5925,0.0407,168.48,1,1,0,2
695,0.7374,0.9717,5.7369,0.0475,164.62,1,1,0,2
696,0.7735,1.0186,4.3511,0.0455,163.75,1,1,0,2
697,0.6456,1.0094,3.902,0.0531,164.51,1,1,0,2
698,1.9849,1.0488,4.426,0.0799,160.77,1,1,0,2
699,0.8941,1.2069,4.8856,0.0838,158.1,1,1,0,2
700,0.8134,1.2363,4.7656,0.0769,156.18,1,1,0,2
701,0.8355,1.2494,4.9094,0.0929,154.07,1,1,0,2
702,0.8867,1.2316,4.9475,0.0348,152.23,1,1,0,2
703,1.346,1.0531,3.4446,0.0436,153.41,1,1,0,2
704,0.977,1.0706,5.4368,0.0965,149.61,1,1,0,2
705,0.8028,1.1414,3.5957,0.0486,151.62,1,1,0,2
706,0.6974,0.9937,3.7439,0.0472,153.98,1,1,0,2
707,0.9354,1.0144,3.6224,0.0408,155.75,1,1,0,2
708,0.6065,0.9243,3.4241,0.0436,159.43,1,1,0,2
709,0.5447,0.9669,3.5614,0.0442,162.25,1,1,0,2
710,0.762,0.9748,4.4257,0.0501,161.58,1,1,0,2
711,0.6061,0.9718,3.3038,0.0403,164.69,1,1,2,3
712,0.5307,1.0122,3.0346,0.0865,168.74,1,1,1,3
713,0.6491,0.9759,3.0844,0.039,172.02,1,1,1,3
714,0.5452,0.9607,3.0893,0.041,175.37,1,1,1,3
715,0.5748,0.9635,2.9957,0.0379,178.73,1,1,1,3
716,0.6025,1.0979,3.2451,0.0441,180.0,1,1,1,3
717,0.6482,0.9973,4.0258,0.0405,178.81,1,1,1,3
718,0.7702,1.1269,4.6012,0.0554,175.62,1,1,1,3
719,0.7044,0.9823,4.4501,0.0532,173.46,1,1,1,3
720,0.8588,1.1314,4.2879,0.0745,170.72,1,1,1,3
721,1.1513,1.5341,5.7152,0.0351,165.02,1,1,1,3
722,1.2131,1.0226,5.2321,0.0566,161.44,1,1,0,2
723,1.5484,1.0319,4.6375,0.0997,158.3,1,1,2,3
724,1.8641,1.2906,3.9465,0.0524,154.16,1,1,1,3
725,0.7634,1.2354,5.1424,0.0489,152.2,1,1,0,2
726,0.9097,1.065,3.8173,0.0426,153.5,1,1,0,2
727,0.626,0.9617,3.6519,0.0404,156.42,1,1,0,2
728,0.697,0.9871,4.2244,0.1051,156.56,1,1,0,2
729,0.8384,1.5209,3.6276,0.0424,156.85,1,1,0,2
730,0.5089,0.9536,3.5608,0.0456,160.16,1,1,0,2
731,0.5997,0.9497,3.6161,0.0446,162.61,1,1,0,2
732,0.5509,0.9627,3.5529,0.0758,164.73,1,1,0,2
733,0.5263,1.0227,3.7818,0.1006,166.01,1,1,0,2
734,0.8052,1.0183,4.8061,0.0423,163.91,1,1,0,2
735,0.678,1.0486,4.9108,0.0455,162.01,1,1,0,2
736,0.5554,1.0274,5.3438,0.0782,159.58,1,1,0,2
737,0.7439,0.9612,5.1544,0.0737,157.46,1,1,0,2
738,0.783,1.1635,5.732,0.0882,153.97,1,1,0,2
739,1.0495,1.4034,5.7846,0.0431,150.17,1,1,0,2
740,0.5599,0.9455,4.3834,0.06,151.38,1,1,0,2
741,1.1124,1.2014,5.0028,0.0449,149.33,1,1,0,2
742,0.7127,1.0672,3.6613,0.0459,151.95,1,1,0,2
743,0.6966,0.9855,4.0726,0.0608,153.31,1,1,0,2
744,0.8435,1.2189,4.1,0.0369,151.9,1,1,0,2
745,0.5516,0.9514,3.5581,0.0673,155.36,1,1,0,2
746,0.5775,1.0437,3.503,0.0431,158.28,1,1,0,2
747,0.5696,0.945,3.4771,0.0436,161.58,1,1,0,2
748,0.6948,0.9839,3.7297,0.048,163.08,1,1,0,2
749,0.7233,0.9985,4.3456,0.0442,162.56,1,1,0,2
750,0.5108,1.0071,3.1819,0.0421,166.47,1,1,2,3
751,0.569,1.0808,2.9399,0.0462,169.66,1,1,1,3
752,0.6754,0.9727,3.1775,0.0426,172.37,1,1,1,3
753,0.5865,0.9555,3.8742,0.0586,172.55,1,1,1,3
754,0.5898,1.245,4.4005,0.064,170.3,1,1,1,3
755,0.6734,1.2657,4.7198,0.0844,167.31,1,1,1,3
756,1.3993,1.1756,4.2747,0.0419,164.42,1,1,1,3
757,0.5811,1.1011,4.4327,0.0526,163.55,1,1,1,3
758,0.5955,1.194,4.0228,0.0386,163.61,1,1,1,3
759,0.5773,0.9475,4.1615,0.0604,162.48,1,1,1,3
760,1.4266,1.6287,4.671,0.0507,158.63,1,1,1,3
761,0.8259,1.1019,3.8709,0.0429,159.25,1,1,1,3
762,0.586,0.9814,4.5932,0.0469,158.9,1,1,0,2
763,0.6842,0.9839,3.2677,0.0474,162.27,1,1,0,2
764,0.5919,0.968,3.3922,0.0431,165.27,1,1,0,2
765,0.8833,1.0894,3.7932,0.0496,165.33,1,1,0,2
766,0.6638,1.0509,3.7059,0.0446,166.27,1,1,0,2
767,0.5473,1.0216,3.7039,0.049,167.73,1,1,0,2
768,0.5917,1.1256,3.6159,0.0441,168.78,1,1,0,2
769,0.5656,1.0082,3.7321,0.0445,169.77,1,1,0,2
770,0.6138,1.346,4.8351,0.0473,166.9,1,1,0,2
771,0.7017,1.0102,4.5542,0.0504,165.43,1,1,0,2
772,0.88,1.1133,4.7169,0.0422,163.15,1,1,0,2
773,0.8778,1.2123,4.6691,0.0552,160.96,1,1,2,3
774,0.5189,0.9809,4.7198,0.0538,160.08,1,1,1,3
775,0.7905,1.1746,4.7823,0.0616,158.14,1,1,1,3
776,1.1279,1.3942,6.5271,0.0356,152.98,1,1,1,3
777,0.5083,0.9329,5.1895,0.0556,152.2,1,1,0,2
778,0.7145,1.2208,5.4677,0.0478,149.91,1,1,0,2
779,0.7176,0.9289,3.7007,0.0451,151.08,1,1,0,2
780,0.6929,1.0403,4.4258,0.0554,151.51,1,1,0,2
781,0.7195,1.0664,3.9626,0.0423,152.94,1,1,0,2
782,0.5713,0.9655,3.3054,0.0428,157.16,1,1,0,2
783,0.7742,1.0513,3.462,0.0438,159.15,1,1,0,2
784,0.5193,1.0307,3.4361,0.0451,162.32,1,1,0,2
785,0.6027,1.0207,3.3859,0.1211,164.74,1,1,0,2
786,0.6376,0.9863,3.8273,0.0561,165.71,1,1,0,2
787,0.6693,1.1184,3.8326,0.0441,166.02,1,1,0,2
788,0.6597,0.9674,3.4826,0.0413,168.1,1,1,0,2
789,0.5592,0.9626,3.6287,0.0443,169.77,1,1,0,2
790,0.675,1.0047,4.6642,0.08,167.76,1,1,0,2
791,0.5722,0.97,5.3144,0.1116,164.53,1,1,0,2
792,0.7982,1.2376,5.7291,0.0642,160.25,1,1,0,2
793,0.576,1.1532,4.4337,0.0787,159.44,1,1,0,2
794,0.549,1.182,4.7056,0.1108,158.02,1,1,0,2
795,0.7184,1.6321,3.0013,0.0533,159.95,1,1,0,2
796,0.9956,1.0135,5.3859,0.1005,156.77,1,1,0,2
797,1.4756,1.4823,4.9685,0.0478,153.09,1,1,0,2
798,0.8525,1.0644,3.5352,0.0456,155.28,1,1,0,2
799,0.6263,0.9909,3.6663,0.0447,155.83,1,1,0,2
800,0.6479,0.9731,3.2826,0.0439,159.66,1,1,0,2
801,0.6205,0.9649,3.6788,0.0474,161.8,1,1,0,2
802,0.7356,1.0456,3.5237,0.0526,163.54,1,1,0,2
803,1.3382,1.0149,3.4893,0.044,163.56,1,1,0,2
804,0.564,0.9481,3.0782,0.043,167.78,1,1,2,3
805,0.5614,0.9997,3.0549,0.0391,171.48,1,1,1,3
806,0.5912,0.9584,3.091,0.0433,174.77,1,1,1,3
807,0.5624,0.9876,3.2058,0.0496,177.18,1,1,1,3
808,0.5498,0.9669,3.4962,0.0474,178.37,1,1,1,3
809,0.7994,1.4852,4.1257,0.0616,175.29,1,1,1,3
810,0.6749,0.9617,6.3132,0.0734,169.79,1,1,0,2
811,0.6572,1.0078,4.9863,0.0755,167.05,1,1,0,2
812,0.6575,1.1371,4.9938,0.1147,164.05,1,1,0,2
813,0.8477,1.3106,6.7054,0.0383,158.47,1,1,0,2
814,0.5462,0.8862,3.9449,0.0533,158.87,1,1,0,2
815,0.7743,1.1989,5.3524,0.0459,155.74,1,1,0,2
816,0.7693,0.9711,3.5948,0.047,158.02,1,1,0,2
817,0.6782,0.9954,3.9951,0.0636,159.02,1,1,0,2
818,0.9294,1.0417,4.0683,0.0367,158.96,1,1,0,2
819,0.5538,0.9492,2.9083,0.0384,164.54,1,1,2,3
820,0.6854,0.9588,3.0783,0.0529,168.11,1,1,1,3
821,0.6575,1.0326,2.9195,0.0403,171.84,1,1,1,3
