frame,t_capture_ms,t_hsv_ms,t_search_ms,t_map_ms,fps,tier_wrist,tier_thumb,tier_index,n_markers
822,0.6156,0.9546,2.983,0.0444,175.3,1,1,1,3
823,0.5745,1.0046,3.1518,0.0434,177.85,1,1,1,3
824,0.6385,1.0494,3.478,0.05,178.39,1,1,1,3
825,0.7476,1.4328,3.0655,0.0417,178.68,1,1,1,3
826,0.585,0.9873,3.0083,0.0409,181.53,1,1,1,3
827,0.5115,0.972,3.0641,0.0407,184.22,1,1,1,3
828,0.6825,1.0348,4.1027,0.0586,182.12,1,1,1,3
829,0.6378,0.9612,4.4267,0.0854,179.35,1,1,1,3
830,0.7849,1.2716,4.6745,0.0703,175.32,1,1,1,3
831,0.7757,1.577,4.0658,0.0411,172.57,1,1,1,3
832,0.6057,1.1421,4.446,0.0533,170.71,1,1,1,3
833,0.7604,1.0257,3.7512,0.0347,170.79,1,1,1,3
834,0.571,0.9627,3.5084,0.0435,170.76,1,1,1,3
835,0.7123,1.1009,5.196,0.093,167.14,1,1,1,3
836,0.8042,1.3115,3.6605,0.0419,166.68,1,1,1,3
837,0.8527,0.9879,3.0649,0.0448,169.33,1,1,1,3
838,0.6246,1.0614,3.2544,0.0476,171.56,1,1,1,3
839,0.5819,1.0356,2.7501,0.0419,175.91,1,1,1,3
840,0.6736,0.9648,3.0126,0.0484,178.6,1,1,1,3
841,0.684,1.0296,3.3562,0.0967,179.18,1,1,1,3
842,0.6491,1.0181,3.9185,0.0421,178.31,1,1,1,3
843,0.5864,0.9664,2.9599,0.0406,180.97,1,1,1,3
844,0.54,1.0024,3.1027,0.0433,183.25,1,1,1,3
845,0.5664,0.9572,3.0293,0.0434,185.72,1,1,1,3
846,0.6806,0.9986,3.0155,0.0415,187.34,1,1,1,3
847,0.6171,0.9661,3.1963,0.1213,187.95,1,1,1,3
848,0.7054,0.9969,3.3548,0.043,187.83,1,1,1,3
849,0.5751,1.0945,3.707,0.045,186.73,1,1,1,3
850,0.6703,1.1239,4.3362,0.0541,183.27,1,1,1,3
851,0.6162,1.0535,4.2714,0.0509,180.48,1,1,1,3
852,0.5432,1.1207,3.9739,0.0547,179.16,1,1,1,3
853,0.6018,1.1964,4.0936,0.0422,177.26,1,1,1,3
854,0.577,1.6644,2.6568,0.0486,178.85,1,1,1,3
855,0.9988,1.0624,3.9754,0.0561,176.7,1,1,1,3
856,1.4066,1.2934,4.5939,0.063,172.03,1,1,1,3
857,0.7291,1.0115,3.5671,0.0556,172.6,1,1,1,3
858,0.8456,1.0877,3.97,0.0557,171.36,1,1,1,3
859,1.025,1.0156,3.0177,0.0587,170.6,1,1,1,3
860,1.1693,1.0207,2.8358,0.0417,172.46,1,1,1,3
861,0.7011,0.9621,4.2762,0.0434,171.37,1,1,0,2
862,0.5426,1.0084,3.4481,0.0439,172.83,1,1,0,2
863,0.5455,0.987,3.3344,0.0846,174.98,1,1,0,2
864,0.6617,0.9651,3.7912,0.0561,175.01,1,1,0,2
865,0.6333,1.0104,4.0056,0.0451,174.42,1,1,0,2
866,0.7447,0.9559,3.0472,0.0434,176.97,1,1,2,3
867,0.5815,0.9759,3.1217,0.0412,179.47,1,1,1,3
868,0.5747,0.9515,3.3166,0.0465,181.13,1,1,1,3
869,0.6599,1.2537,3.7233,0.0606,179.63,1,1,1,3
870,0.6932,1.1207,5.0902,0.1297,175.26,1,1,1,3
871,0.5889,1.0171,4.9356,0.0853,172.08,1,1,1,3
872,1.4497,1.2786,4.0632,0.0502,168.79,1,1,1,3
873,0.8874,1.2536,4.6749,0.0365,165.91,1,1,1,3
874,0.5469,0.883,3.5001,0.0632,166.81,1,1,1,3
875,1.0365,1.3162,5.7837,0.047,161.87,1,1,1,3
876,0.6478,1.0037,3.9775,0.0505,162.55,1,1,1,3
877,0.7718,0.9918,3.0862,0.0437,165.8,1,1,1,3
878,0.8795,1.0525,3.1195,0.0919,167.83,1,1,1,3
879,0.5958,0.976,2.7999,0.0417,172.62,1,1,1,3
880,0.6109,0.9595,2.9291,0.0455,176.44,1,1,1,3
881,0.8556,1.0732,3.2436,0.0401,177.18,1,1,1,3
882,0.5911,1.0384,3.4778,0.041,178.1,1,1,1,3
883,0.5707,0.9591,3.0015,0.0398,181.21,1,1,1,3
884,0.5594,0.9875,3.0777,0.0409,183.57,1,1,1,3
885,0.5658,0.9636,3.0677,0.0415,185.83,1,1,1,3
886,0.5443,1.0149,3.0508,0.0409,187.29,1,1,1,3
887,0.6217,0.9878,3.212,0.0434,188.22,1,1,1,3
888,0.6276,1.0361,3.4775,0.0606,187.29,1,1,1,3
889,0.5468,1.0784,3.9265,0.0559,185.51,1,1,1,3
890,0.7962,1.1723,3.8762,0.0527,183.1,1,1,1,3
891,0.5669,1.1875,3.7652,0.0721,181.67,1,1,1,3
892,0.5457,1.108,4.2904,0.0546,179.41,1,1,1,3
893,0.5322,1.0074,4.8713,0.0877,176.13,1,1,1,3
894,0.7735,1.2447,5.7298,0.0372,170.77,1,1,1,3
895,0.481,0.9392,4.8893,0.0536,168.93,1,1,0,2
896,0.7957,1.1398,5.361,0.0427,165.24,1,1,0,2
897,0.6503,1.005,3.5651,0.047,166.97,1,1,0,2
898,0.6906,1.0443,4.0903,0.0448,166.69,1,1,0,2
899,0.8819,0.9686,3.2824,0.0422,166.63,1,1,0,2
900,0.6366,0.9567,3.341,0.0433,169.28,1,1,0,2
901,0.6654,1.0071,3.4211,0.0467,171.07,1,1,0,2
902,0.6382,0.9777,3.4501,0.0405,172.65,1,1,0,2
903,0.5122,0.9924,3.4061,0.0459,174.83,1,1,0,2
904,0.5869,0.9884,3.5107,0.0434,176.05,1,1,0,2
905,0.5959,0.9699,3.4861,0.0464,177.28,1,1,0,2
906,0.5382,0.9385,3.4604,0.044,178.61,1,1,0,2
907,0.5422,1.0414,3.5022,0.0423,179.52,1,1,0,2
908,0.6369,0.9655,4.5705,0.1248,176.67,1,1,0,2
909,0.8624,1.3115,5.1979,0.0901,171.59,1,1,0,2
910,0.7402,1.2873,5.7129,0.0487,166.73,1,1,0,2
911,0.7721,1.2758,4.4794,0.0513,164.56,1,1,2,3
912,0.5698,1.1535,3.9568,0.0523,164.74,1,1,1,3
913,0.6659,1.168,3.7485,0.0351,165.28,1,1,1,3
914,1.2157,0.9434,3.0965,0.0469,164.5,1,1,1,3
915,0.8688,1.0359,4.3912,0.0765,163.03,1,1,1,3
916,1.4422,1.2037,3.1132,0.0454,163.07,1,1,1,3
917,0.8735,1.0089,3.0118,0.0417,166.17,1,1,1,3
918,0.6236,1.0273,3.209,0.0429,169.07,1,1,1,3
919,0.5956,1.0281,2.7013,0.0398,173.91,1,1,1,3
920,0.7258,1.0094,3.5721,0.0523,173.84,1,1,1,3
921,0.8101,1.0643,3.886,0.0399,173.02,1,1,1,3
922,0.5912,1.0476,3.3373,0.0468,174.78,1,1,1,3
923,0.7489,1.3022,3.0416,0.0406,176.0,1,1,1,3
924,0.6289,0.9694,4.332,0.0411,174.58,1,1,0,2
925,0.6539,0.9687,3.5559,0.0423,175.57,1,1,0,2
926,0.5368,0.9589,3.7932,0.0427,176.05,1,1,0,2
927,0.8418,1.0681,4.2356,0.0403,174.07,1,1,0,2
928,0.6197,0.9751,3.2683,0.0429,176.16,1,1,2,3
929,0.5734,0.9909,4.0693,0.0436,175.32,1,1,1,3
930,0.6318,1.1322,4.3658,0.0541,173.32,1,1,1,3
931,0.6508,1.129,4.1428,0.0571,171.95,1,1,1,3
932,0.7827,1.2461,4.5076,0.0579,169.16,1,1,1,3
933,0.5839,1.0056,5.024,0.0546,166.59,1,1,1,3
934,0.6502,1.082,4.15,0.0394,166.07,1,1,1,3
935,0.6046,0.948,3.8543,0.0526,167.04,1,1,1,3
936,1.0199,1.3557,7.1721,0.0624,160.45,1,1,1,3
937,0.7421,1.0182,3.6722,0.0574,161.79,1,1,1,3
938,0.8508,1.1783,3.5162,0.0473,162.53,1,1,1,3
939,0.8095,0.9644,4.0535,0.0466,161.26,1,1,0,2
940,0.6162,1.0182,3.427,0.0424,163.98,1,1,0,2
941,0.6465,1.0847,3.4703,0.0417,165.96,1,1,0,2
942,0.5392,1.0146,3.7299,0.0476,167.45,1,1,0,2
943,0.7815,1.0447,3.7315,0.0493,167.84,1,1,0,2
944,1.0902,0.9847,3.5163,0.0697,167.85,1,1,0,2
945,0.558,1.0224,3.1431,0.0917,170.94,1,1,2,3
946,0.6199,0.989,3.3275,0.0442,173.07,1,1,1,3
947,0.5635,0.9621,3.0556,0.0437,176.45,1,1,1,3
948,0.5923,1.04,4.626,0.0623,173.91,1,1,1,3
949,1.0103,1.0134,4.7601,0.0692,170.33,1,1,1,3
950,0.9039,1.5228,4.106,0.0565,167.62,1,1,1,3
951,0.7552,1.2699,5.647,0.083,163.3,1,1,0,2
952,0.7156,1.2074,5.6423,0.0366,159.69,1,1,0,2
953,0.6462,0.9546,4.0661,0.0762,159.05,1,1,0,2
954,1.0644,1.9822,5.4612,0.0811,153.3,1,1,0,2
955,0.591,1.0876,3.5589,0.0489,156.05,1,1,0,2
956,0.6759,0.999,3.6781,0.0439,158.28,1,1,0,2
957,0.8383,1.0837,3.4452,0.0801,160.08,1,1,0,2
958,0.7216,1.0128,3.6318,0.0465,161.81,1,1,0,2
959,0.5491,1.0011,3.4541,0.0591,164.58,1,1,0,2
960,0.637,1.0525,3.4184,0.0439,166.79,1,1,0,2
961,0.5407,0.9503,3.4613,0.0429,169.38,1,1,0,2
962,0.5632,0.9558,3.5188,0.0467,171.33,1,1,0,2
963,0.556,0.9898,3.4076,0.0457,173.25,1,1,0,2
964,0.6038,1.0081,3.4804,0.0416,174.51,1,1,0,2
965,0.5686,0.9572,3.5113,0.0431,176.01,1,1,0,2
966,0.6191,1.0179,4.2703,0.0689,174.43,1,1,0,2
967,0.5982,1.1219,4.5961,0.0947,171.81,1,1,0,2
968,0.8012,1.259,5.8111,0.2067,166.39,1,1,0,2
969,0.7192,1.1994,6.6837,0.0905,160.74,1,1,0,2
970,0.6454,1.0415,5.1858,0.0855,158.26,1,1,2,3
971,0.782,1.3219,5.3503,0.0387,155.2,1,1,1,3
972,0.493,0.9462,4.96,0.0521,154.73,1,1,0,2
973,0.9143,1.2751,5.5597,0.0652,151.63,1,1,0,2
974,1.0383,1.0449,3.274,0.0385,152.31,1,1,0,2
975,0.5587,0.9364,3.5486,0.0464,156.02,1,1,0,2
976,0.5993,1.3218,3.593,0.0449,157.79,1,1,0,2
977,0.6138,0.984,2.8173,0.0429,163.41,1,1,2,3
978,0.6253,0.9681,2.9009,0.0423,168.16,1,1,1,3
979,0.6454,0.9523,3.147,0.0473,171.24,1,1,1,3
980,0.6926,1.0907,3.7415,0.0428,171.37,1,1,1,3
981,0.5923,1.0547,2.9597,0.0402,174.82,1,1,1,3
982,0.5401,0.9883,3.0234,0.0426,178.18,1,1,1,3
983,0.606,1.0109,3.0161,0.0413,180.8,1,1,1,3
984,0.5225,1.0054,3.0619,0.0417,183.31,1,1,1,3
985,0.581,0.9565,3.0375,0.0424,185.71,1,1,1,3
986,0.5192,0.9631,3.3734,0.0468,186.62,1,1,1,3
987,0.7929,1.1259,4.5903,0.0824,182.2,1,1,1,3
988,1.1815,1.0311,4.3637,0.062,178.2,1,1,1,3
989,0.8197,1.1576,6.122,0.0738,172.11,1,1,0,2
990,0.7868,1.1454,4.7435,0.0958,168.96,1,1,0,2
991,1.0345,1.3026,6.5045,0.0397,162.89,1,1,0,2
992,0.5065,0.9447,4.2296,0.0512,163.43,1,1,0,2
993,1.0934,1.1946,5.0529,0.0449,160.18,1,1,0,2
994,0.7412,0.9512,3.5904,0.044,160.3,1,1,0,2
995,0.6258,0.9766,3.9901,0.0493,161.35,1,1,0,2
996,0.6127,1.0572,3.5066,0.0519,163.54,1,1,0,2
997,0.7055,1.0235,3.8734,0.0441,164.25,1,1,0,2
998,0.7779,1.0223,3.4738,0.0436,165.95,1,1,0,2
999,0.6932,0.9694,3.4725,0.0466,167.86,1,1,0,2
1000,0.6266,0.985,3.4738,0.0438,169.83,1,1,0,2
1001,0.5916,0.9556,3.6467,0.045,171.24,1,1,0,2
1002,0.7937,1.0248,4.3558,0.0488,169.45,1,1,0,2
1003,0.6937,1.1199,3.4305,0.043,170.71,1,1,0,2
1004,0.5843,0.9711,3.127,0.0416,173.85,1,1,2,3
1005,0.6455,1.0279,4.0974,0.0674,172.86,1,1,1,3
1006,0.5658,1.0604,4.2509,0.0574,171.59,1,1,1,3
1007,0.6652,1.1345,4.4155,0.0735,169.61,1,1,1,3
1008,0.798,1.2603,4.2509,0.0873,167.34,1,1,1,3
1009,0.9752,1.2635,4.4433,0.0728,164.48,1,1,1,3
1010,0.5122,1.1155,4.765,0.0475,163.03,1,1,0,2
1011,0.8095,1.0392,4.4268,0.0822,161.57,1,1,0,2
1012,1.5241,1.5049,3.9753,0.052,158.95,1,1,0,2
1013,1.2015,1.1329,3.6786,0.0462,158.94,1,1,0,2
1014,1.366,0.9521,3.6891,0.0419,157.31,1,1,0,2
1015,0.6627,0.9509,3.3609,0.0411,160.75,1,1,0,2
1016,0.5655,0.9541,3.5241,0.0427,163.57,1,1,0,2
1017,0.5952,0.9549,3.582,0.0493,165.75,1,1,0,2
1018,0.7676,1.0409,3.864,0.0506,165.99,1,1,0,2
1019,0.4782,1.0051,2.9691,0.039,167.09,1,1,2,3
1020,0.6459,1.0224,3.0279,0.0444,170.45,1,1,1,3
1021,0.5192,0.9746,3.1244,0.0399,173.78,1,1,1,3
1022,0.544,0.958,2.9934,0.0403,177.47,1,1,1,3
1023,0.5266,1.0093,3.1399,0.0412,179.97,1,1,1,3
1024,0.6575,1.1363,4.8314,0.047,176.28,1,1,1,3
1025,0.6518,1.1357,5.0775,0.0684,172.51,1,1,1,3
1026,0.651,1.1395,6.2673,0.059,167.17,1,1,0,2
1027,0.6664,1.1378,4.7599,0.0815,164.9,1,1,0,2
1028,0.69,1.1527,5.6248,0.0507,161.15,1,1,0,2
1029,0.6235,0.9396,4.3276,0.0528,159.88,1,1,0,2
1030,1.1213,1.1518,5.109,0.0433,156.88,1,1,0,2
1031,0.8015,1.0415,3.7396,0.0429,158.34,1,1,0,2
1032,0.629,0.9826,3.9296,0.0497,159.74,1,1,0,2
1033,0.6307,1.0363,3.3742,0.0426,162.23,1,1,0,2
1034,0.6572,0.9634,3.4946,0.0404,164.65,1,1,0,2
1035,0.7827,1.0259,3.5332,0.042,166.06,1,1,0,2
1036,0.6532,1.0132,3.6586,0.0441,167.39,1,1,0,2
1037,0.633,0.9741,3.8869,0.0499,168.03,1,1,0,2
1038,0.9243,1.194,3.9589,0.0503,166.89,1,1,0,2
1039,0.6633,1.0231,3.7608,0.0485,167.58,1,1,2,3
1040,0.7807,1.0964,5.3556,0.0406,164.16,1,1,0,2
1041,0.7068,0.9594,3.2846,0.0435,166.94,1,1,2,3
1042,0.5502,1.0408,4.0771,0.0419,167.08,1,1,1,3
1043,0.6849,1.1361,4.3508,0.0527,165.76,1,1,1,3
1044,0.6154,1.0178,4.4851,0.0878,164.28,1,1,1,3
1045,0.767,1.2701,4.8093,0.0772,161.49,1,1,1,3
1046,0.7849,1.4266,4.2388,0.1522,159.72,1,1,1,3
1047,0.5676,1.4347,3.0625,0.041,162.28,1,1,1,3
1048,0.8248,1.1416,5.7922,0.0824,158.42,1,1,0,2
1049,1.4385,1.1421,4.0528,0.0606,155.12,1,1,0,2
1050,0.8434,1.0593,3.9441,0.062,155.8,1,1,0,2
1051,1.5203,1.0584,3.5425,0.0436,155.38,1,1,0,2
1052,0.6428,1.0106,2.8851,0.0414,160.71,1,1,2,3
1053,0.5863,1.0639,2.9831,0.0423,164.91,1,1,1,3
1054,0.5944,0.9748,3.0017,0.0425,169.09,1,1,1,3
1055,0.7022,0.9872,3.2157,0.0439,171.53,1,1,1,3
1056,0.7685,1.0711,3.7336,0.0403,171.47,1,1,1,3
1057,0.5499,0.9637,4.4013,0.0451,170.42,1,1,0,2
1058,0.5349,0.9615,3.6531,0.0434,171.93,1,1,0,2
1059,0.586,0.9617,3.6473,0.0416,173.07,1,1,0,2
1060,0.5896,0.9558,4.1644,0.068,172.38,1,1,0,2
1061,0.5905,1.2431,5.3977,0.0922,168.2,1,1,0,2
1062,0.7171,1.3003,5.4923,0.0413,164.08,1,1,0,2
1063,0.6294,1.2224,4.3957,0.0524,162.9,1,1,2,3
1064,0.5789,1.0991,4.066,0.0841,162.78,1,1,1,3
1065,0.6729,1.1482,4.7757,0.0376,160.98,1,1,1,3
1066,0.5453,0.9329,3.7823,0.0674,162.83,1,1,1,3
1067,1.1694,1.2,4.8338,0.081,159.68,1,1,1,3
1068,1.5074,1.16,4.452,0.046,157.09,1,1,0,2
1069,0.6653,0.9754,3.7584,0.0465,157.24,1,1,0,2
1070,0.8884,0.9952,3.5529,0.041,159.14,1,1,0,2
1071,0.6855,1.1391,3.6953,0.0481,160.53,1,1,0,2
1072,0.691,1.0793,4.1222,0.0502,160.67,1,1,0,2
1073,0.6107,1.0491,3.3722,0.0449,163.38,1,1,0,2
1074,0.5484,0.9625,3.4425,0.0457,166.23,1,1,0,2
1075,0.5519,0.9547,3.5183,0.0439,168.56,1,1,0,2
1076,0.5766,0.9845,3.393,0.044,170.93,1,1,0,2
1077,0.8995,1.0172,3.8461,0.0506,170.43,1,1,0,2
1078,0.635,1.0226,3.718,0.0427,171.03,1,1,0,2
1079,0.7352,0.9561,3.8762,0.0451,171.09,1,1,0,2
1080,0.5982,1.3186,4.542,0.0674,168.65,1,1,0,2
1081,0.5867,1.1198,4.8449,0.0423,166.39,1,1,0,2
1082,0.6508,1.2064,5.8733,0.0851,162.12,1,1,0,2
1083,0.5897,1.1164,6.0064,0.0607,158.2,1,1,0,2
1084,0.7555,1.1453,3.9629,0.0386,158.15,1,1,2,3
1085,0.5515,0.9287,3.6786,0.0545,160.69,1,1,1,3
1086,0.7151,1.196,4.7594,0.0737,158.77,1,1,1,3
1087,0.6105,1.0487,3.3265,0.0572,161.6,1,1,1,3
1088,0.6546,1.0526,3.2258,0.0527,164.51,1,1,1,3
1089,1.2614,0.9322,3.1564,0.0417,163.82,1,1,1,3
1090,0.5849,1.0159,2.7856,0.0394,169.01,1,1,1,3
1091,0.6388,0.9731,2.8682,0.0396,173.26,1,1,1,3
1092,0.7109,0.9751,2.9056,0.0405,176.37,1,1,1,3
1093,0.5187,0.9953,3.1031,0.0447,179.26,1,1,1,3
1094,0.7592,1.0646,3.6348,0.0394,178.58,1,1,1,3
1095,0.5243,1.0564,2.9817,0.0571,181.19,1,1,1,3
1096,0.5319,0.9535,3.1487,0.0462,183.43,1,1,1,3
1097,0.6114,1.0368,3.0964,0.0492,184.77,1,1,1,3
1098,0.5424,1.0158,2.9322,0.041,187.34,1,1,1,3
1099,0.616,1.0177,4.2612,0.1204,183.97,1,1,1,3
1100,1.3078,1.1209,4.6661,0.087,178.6,1,1,1,3
1101,0.6437,1.0418,5.0639,0.0559,174.8,1,1,1,3
1102,0.5801,1.1312,5.9134,0.0801,169.79,1,1,0,2
1103,0.579,1.1453,4.5758,0.0814,167.78,1,1,0,2
1104,0.6161,1.1345,4.7631,0.0443,165.59,1,1,0,2
1105,0.7721,2.6518,3.5244,0.1176,162.56,1,1,0,2
1106,0.6977,1.0174,5.0399,0.1227,160.06,1,1,0,2
1107,1.4064,1.2019,3.7318,0.0477,158.88,1,1,0,2
1108,0.8998,1.0112,3.6063,0.046,160.24,1,1,0,2
1109,0.8245,1.0129,4.081,0.048,158.79,1,1,0,2
1110,0.7062,1.0097,4.0988,0.0419,159.31,1,1,0,2
1111,0.536,1.0458,2.9232,0.0406,164.41,1,1,2,3
1112,0.6483,0.9859,3.1074,0.0482,167.91,1,1,1,3
1113,0.6093,0.9767,2.9763,0.0424,171.86,1,1,1,3
1114,0.5729,0.9706,2.9782,0.0407,175.55,1,1,1,3
1115,0.5937,0.9591,3.2262,0.044,177.85,1,1,1,3
1116,0.5804,1.0594,3.4785,0.0492,178.57,1,1,1,3
1117,1.0096,1.1162,3.0099,0.0402,179.14,1,1,1,3
1118,0.5445,0.9601,4.7905,0.0444,176.54,1,1,0,2
1119,0.5418,1.0018,4.6045,0.0929,173.89,1,1,0,2
1120,0.5845,1.1828,5.2238,0.0447,170.16,1,1,0,2
1121,0.5582,1.1283,5.9956,0.0858,165.54,1,1,0,2
1122,0.7697,1.3382,5.2937,0.0775,161.67,1,1,0,2
1123,0.5766,1.1866,4.8236,0.036,160.0,1,1,2,3
1124,0.5214,0.8913,3.4367,0.0498,161.72,1,1,1,3
1125,0.8996,1.1223,5.2821,0.0739,158.57,1,1,1,3
1126,0.6758,1.2017,3.5769,0.0591,159.87,1,1,1,3
1127,1.0322,1.2021,3.2,0.0441,161.24,1,1,1,3
1128,0.8276,1.0552,3.2056,0.0439,163.78,1,1,1,3
1129,0.6568,0.965,2.9514,0.0423,168.05,1,1,1,3
1130,0.6039,0.974,3.0346,0.0388,171.83,1,1,1,3
1131,0.4908,1.0013,3.2408,0.0462,174.66,1,1,1,3
1132,0.6134,0.9833,3.3455,0.0461,176.26,1,1,1,3
1133,0.8283,1.0264,3.5297,0.0434,176.29,1,1,1,3
1134,0.5673,0.938,4.3463,0.0429,175.06,1,1,0,2
1135,0.6245,1.007,3.7054,0.0418,175.49,1,1,0,2
1136,0.6593,0.97,3.5704,0.0404,176.32,1,1,0,2
1137,0.5164,1.0404,4.1573,0.063,175.37,1,1,0,2
1138,0.5878,1.035,5.4512,0.1053,171.15,1,1,0,2
1139,1.3771,1.1637,4.9473,0.0411,166.7,1,1,0,2
1140,0.5889,1.1811,4.9918,0.0768,164.12,1,1,0,2
1141,0.5797,1.0874,4.9813,0.0752,161.91,1,1,0,2
1142,0.5879,1.1323,5.3177,0.0408,159.38,1,1,0,2
1143,0.5408,0.9337,4.0338,0.0386,160.86,1,1,0,2
1144,0.9457,1.0754,5.5689,0.0889,156.28,1,1,0,2
1145,0.739,1.0478,3.6378,0.0524,157.9,1,1,0,2
1146,0.6713,1.027,3.6659,0.0486,159.85,1,1,0,2
1147,0.8942,1.0884,3.7898,0.0485,160.43,1,1,0,2
1148,0.7927,1.0298,3.9193,0.047,160.82,1,1,0,2
1149,0.6801,1.0295,3.5113,0.047,162.96,1,1,0,2
1150,0.6585,0.9652,3.0871,0.0424,166.8,1,1,2,3
1151,0.5517,1.0036,2.9086,0.0963,170.54,1,1,1,3
1152,0.5589,1.0099,2.8927,0.0403,174.68,1,1,1,3
1153,0.6625,1.0187,3.2393,0.0417,176.5,1,1,1,3
1154,0.5994,1.0348,3.4542,0.0456,177.35,1,1,1,3
1155,0.6922,1.6146,2.9223,0.0424,177.8,1,1,1,3
1156,0.5111,1.1098,3.202,0.0428,179.7,1,1,1,3
1157,0.6411,0.9971,4.0327,0.0435,178.54,1,1,1,3
1158,0.6355,1.1896,4.3243,0.0544,176.15,1,1,1,3
1159,0.6839,1.0334,4.8951,0.0713,172.8,1,1,1,3
1160,0.9226,1.2532,5.4363,0.048,168.02,1,1,1,3
1161,0.6571,1.119,3.9863,0.0467,167.63,1,1,1,3
1162,0.7176,1.5961,2.5705,0.0349,170.42,1,1,1,3
1163,0.7947,1.1832,3.5951,0.0943,170.19,1,1,1,3
1164,0.815,1.2631,4.3542,0.0512,166.15,1,1,1,3
1165,1.0806,1.1098,3.094,0.0439,167.44,1,1,1,3
1166,0.6101,0.9774,3.0398,0.045,171.15,1,1,1,3
1167,0.7074,1.0313,2.9002,0.0389,174.28,1,1,1,3
1168,0.6691,0.9729,2.8925,0.0398,177.6,1,1,1,3
1169,0.5574,0.9904,3.0108,0.0402,180.59,1,1,1,3
1170,0.6084,0.9494,2.9182,0.0401,183.69,1,1,1,3
1171,0.7392,1.0121,2.8966,0.0394,185.73,1,1,1,3
1172,0.5913,1.0061,2.9535,0.0577,187.6,1,1,1,3
1173,0.5674,0.9565,2.9482,0.0382,190.04,1,1,1,3
1174,0.6344,0.9621,3.1444,0.0425,190.99,1,1,1,3
1175,0.5922,0.9546,3.1297,0.0475,192.14,1,1,1,3
1176,0.6153,1.0394,3.8418,0.045,190.23,1,1,1,3
1177,0.8434,1.1244,4.1595,0.0615,186.57,1,1,1,3
1178,0.5945,1.1495,4.0739,0.075,183.95,1,1,1,3
1179,0.5778,1.1313,3.9014,0.0573,182.26,1,1,1,3
1180,0.5312,1.1362,4.3503,0.0396,179.79,1,1,1,3
1181,0.6637,1.1579,4.5634,0.0509,176.74,1,1,1,3
1182,0.6762,0.9851,4.0507,0.0374,175.77,1,1,1,3
1183,0.5697,1.0583,3.5112,0.0522,176.48,1,1,1,3
1184,0.9047,1.1838,4.5735,0.0492,171.65,1,1,1,3
1185,0.7561,1.0153,4.3062,0.0491,170.16,1,1,1,3
1186,0.5813,1.0157,3.4282,0.0752,171.12,1,1,1,3
1187,0.7801,1.0648,2.894,0.0413,173.87,1,1,1,3
1188,0.6882,0.9791,2.8962,0.0416,177.28,1,1,1,3
1189,0.5535,0.9843,3.0533,0.0427,180.14,1,1,1,3
1190,0.6252,0.9865,2.8842,0.0387,183.05,1,1,1,3
1191,0.6525,1.0494,2.8876,0.0408,185.42,1,1,1,3
1192,0.6801,0.9774,3.0234,0.0423,187.12,1,1,1,3
1193,0.5878,0.9566,2.9642,0.0931,189.19,1,1,1,3
1194,0.5461,0.967,3.0973,0.0423,190.66,1,1,1,3
1195,0.5891,1.0253,2.9775,0.0434,192.18,1,1,1,3
1196,0.6078,0.971,3.0357,0.0405,193.5,1,1,1,3
1197,0.5876,0.9994,4.4041,0.0865,189.83,1,1,1,3
1198,1.7992,1.2413,4.9726,0.0981,182.54,1,1,1,3
1199,0.8719,2.3294,4.4879,0.0696,176.43,1,1,1,3
1200,0.771,1.261,4.4933,0.0466,173.3,1,1,1,3
1201,0.9677,1.6059,4.883,0.0805,168.48,1,1,1,3
1202,0.7569,1.3402,5.5384,0.045,164.11,1,1,1,3
1203,0.6153,1.0196,4.2192,0.0646,163.87,1,1,1,3
1204,1.5162,1.3219,4.6765,0.0459,158.99,1,1,1,3
1205,1.0528,1.0934,3.7663,0.1246,158.77,1,1,1,3
1206,0.6348,1.0748,3.2373,0.0474,161.69,1,1,1,3
1207,0.633,0.9811,2.9252,0.0388,166.33,1,1,1,3
1208,0.6187,0.9647,2.8165,0.0446,171.18,1,1,1,3
1209,0.5632,1.0452,2.9304,0.0408,174.9,1,1,1,3
1210,0.5831,1.0533,2.9181,0.0916,177.86,1,1,1,3
1211,0.6893,1.0355,3.3413,0.0427,178.75,1,1,1,3
1212,0.5402,0.9851,3.0063,0.0422,181.79,1,1,1,3
1213,0.5887,0.9692,3.0007,0.0424,184.37,1,1,1,3
1214,0.5379,1.0144,3.0809,0.0432,186.35,1,1,1,3
1215,0.5837,0.9847,3.0042,0.0435,188.21,1,1,1,3
1216,0.5448,0.9831,3.0566,0.0447,190.05,1,1,1,3
1217,0.6756,1.0026,4.1685,0.0619,187.26,1,1,1,3
1218,0.7663,0.9788,4.1834,0.0552,184.45,1,1,1,3
1219,0.6412,1.1948,3.865,0.0613,182.31,1,1,1,3
1220,0.5889,1.1358,3.9578,0.042,180.77,1,1,1,3
1221,0.701,1.2901,6.1465,0.0548,174.04,1,1,1,3
1222,0.8144,1.0737,4.8771,0.0399,170.61,1,1,1,3
1223,0.5501,0.9948,3.4496,0.052,172.41,1,1,1,3
1224,0.7698,1.1463,4.4482,0.0479,168.58,1,1,1,3
1225,0.639,1.0692,3.0485,0.0464,171.59,1,1,1,3
1226,0.7077,1.0025,3.198,0.0454,173.57,1,1,1,3
1227,0.9181,1.029,3.0167,0.0394,175.36,1,1,1,3
1228,0.6287,1.0287,2.7784,0.0397,179.18,1,1,1,3
